uid,Text,DV_present,Abuse_present,Sentiment,Hashtags,
358,People should understand that there are two sides to a story before speaking on the behalf of just one side. #mentlehealth #lifeafterabuse #iwascheatedon #iwasabused #iwasmadetofeellikeiwasntgoodenough #imgettingbetter,Negative,NOT,Neutral,#mentlehealth #lifeafterabuse #iwascheatedon #iwasabused #iwasmadetofeellikeiwasntgoodenough #imgettingbetter,
359,When someone is finally ready to tell you that you are being #abused try and refrain from saying things like “but you guys seemed so happy!” It’s just not helpful. #abuse #iwasabused #nomoreabuse #Gaslighting #free #independent,Negative,OFF,Negative,#abuse #iwasabused #nomoreabuse #Gaslighting #free #independent,
360,"I was 6 years old and I was abused by two different people, one was our house help another the house help or relative of our neighbor. It took me 15years to come out and speak about it and up to now i feel like sex is a bit overated cause of those incidents",Positive,NOT,Neutral,,
361,"Sexual abuse is real, do not think the problems/issues will go away once the abuse stops. You did nothing wrong. #Iwasabused",Negative,NOT,Neutral,#Iwasabused,
362,Why should you even beat a woman in the first place #saynotodomesticviolence,Positive,NOT,Neutral,#saynotodomesticviolence,
363,"Let anger never push you to acts of domestic violence in your home, you can really talk to your partner and sort out issues peacefully, fighting doesn't solve anything but it leads to regrets. #SayNoToDomesticViolence",Negative,NOT,Neutral,#saynotodomesticviolence,
364,How do we treat divorced or separated women? What support systems/groups are available for battered and abused women? Lets acknowledge the roles we (society) may have played in enabling such abuses. Be the chance you want to see #SayNoToDomesticViolence #MarriageShouldNotKill,Negative,NOT,Neutral,#SayNoToDomesticViolence #MarriageShouldNotKill,
365,"Yes,we can all be depressed but let's learn how to control this! Don't take your anger to the wife or even your kids not anyone please! Let's learn how to control depression and our anger too. #SayNoToDomesticViolence",Negative,NOT,Positive,#SayNoToDomesticViolence,
366,I know this is not the first time this man will beat his wife. Don't settle for domestic violence in the name of 'i love him' or 'he's the father of my kids'. Don't kill yourself trying to force yourself to live with a man who don't value your life. #SayNoToDomesticViolence,Positive,OFF,Negative,#SayNoToDomesticViolence,
367,Everyone thinks it’s important for dem to check if a man is financially stable or not b4 getting their daughters married to a Man. But after seeing the number of events of domestic violence i think it’s more important to check if he is mentally stable or Not #NoToDomesticViolence,Negative,NOT,Neutral,#SayNoToDomesticViolence,
368,I’ve always found the silent treatment being most effective in time of conflict with a female. Ignore and avoid. Physical abuse is the cowardly option. #NoToDomesticViolence,Negative,NOT,Negative,#NoToDomesticViolence,
369,There is never a reason or excuse for this behaviour ever... it took me a while to accept this before I fled my marriage@FreedomProgramm#educating #notodomesticabuse #notodomesticviolence #reachout #notalone #itonlygetsworse#educating #notodomesticabuse #notodomesticviolence #reachout #notalone #itonlygetsworse,Positive,OFF,Negative,#educating #notodomesticabuse #notodomesticviolence #reachout #notalone #itonlygetsworse#educating #notodomesticabuse #notodomesticviolence #reachout #notalone #itonlygetsworse,
370,Abusive partners often start with alot of verbal abuse and manipulation like(cutting off friendships so no one to turn to). Break the victim’s spirit and get them to feel worthless and always at fault that’s why it’s usually hard for victims to leave. #NoToDomesticViolence,Positive,NOT,Negative,#NoToDomesticViolence,
371,We’ve to admit the fact that everyone is a human being and he/she has right to live life too. Appropriate action needed to taken against culprits in expedite and swift manner. #NoToDomesticViolence,Negative,NOT,Negative,#NoToDomesticViolence,
372,"All you women that only get turned on after they have been beaten or find it romantic when their husband hit them, make sure you attend both morning and evening masses. Una need that ash like twice! #notodomesticviolence",Positive,NOT,Negative,#NoToDomesticViolence,
373,Maybe we as men should start to come together and march against Rape and Domestic Violence. I don’t know where it happens but sign me up. #NoToRape #NoToDomesticViolence #NoToAbuse,Negative,NOT,Positive,#NoToRape #NoToDomesticViolence #NoToAbuse,
374,If we are to fight discrimination and injustice against women we must start from the home. If a woman cannot be safe in her own house then she cannot be expected to feel safe anywhere. #NoToDomesticViolence,Negative,NOT,Positive,#NoToDomesticViolence,
375,"Families should be educated on the different forms of violence and abuses, some may be experiencing abuses without knowing it & not knowing what to do. #NoToDomesticViolence",Negative,NOT,Positive,#NoToDomesticViolence,
376,"Instead of asking her why she didn't leave her abuser sooner, tell her you are proud of her for leaving when she could. #NoToDomesticViolence",Negative,NOT,Positive,#NoToDomesticViolence,
377,"We just cannot accept Abuse of Women as a norm!!! Men, we should be ashamed that women are living in fear!!! Respect Women, Respect Life, Protect our Sisters!!! #NoToWomenAbuse #NoToChildAbuse",Negative,NOT,Negative,#NoToWomenAbuse #NoToChildAbuse,
378,"It breaks my heart to see a human hurting another human because of their gender, their race, their skin colour, their nationality, their religion, their sexuality, their beliefs, their age, & because of politics #NoToWomenAbuse #NoToXenophobia #NoToGBV #RIPNatasha #MondayThoughts",Negative,NOT,Negative,#NoToWomenAbuse #NoToXenophobia #NoToGBV #RIPNatasha #MondayThoughts,
379,"Stop the silence , stop the violenceStand up against #femicide and #Xenophobia #NoToWomenAbuse #AmINext #NotInMyName",Negative,NOT,Negative,#femicide and #Xenophobia #NoToWomenAbuse #AmINext #NotInMyName,
380,"So on Saturday,I saw this guy hitting a woman just because he had bought her alcohol at the club and he was now demanding to be intimate with her. So I went to help her out with my friends. The guy caught me off guard but he got what he deserved BADLY! #notowomenabuse",Positive,OFF,Negative,#notowomenabuse,
381,"There is no acceptable level of violence and abuse whether verbal or a single push or slap! When a man is not financially stable, stop with the name calling! #NoToWomenAbuse #NoManAbuse #NoToAllAbuse",Positive,NOT,Negative,#NoToWomenAbuse #NoManAbuse #NoToAllAbuse,
382,"Enough is enough! To all my sisters, aunts, mothers, grandmother's I stand with you today and say #NoToWomenAbuse Enough is enough I fully support & stand for this movement as a world without women is no world I want to live in #NotInMyName #WithoutUs Gents Enough is Enough!!",Negative,NOT,Positive,#NoToWomenAbuse,
383,"Nyirenda: ""We need to protect our women. We have to speak out against women abuse. "" #NoToWomenAbuse #NoToXenophobia",Negative,NOT,Positive,#NoToWomenAbuse #NoToXenophobia,
384,Women can no longer keep dying at the hands of men! We cannot live in fear everyday. Enough is Enough #NoToWomenAbuse #EnoughIsEnough,Negative,NOT,Positive,#NoToWomenAbuse #EnoughIsEnough,
385,"Cavin Johnson: ""It's sad to see that today we talk about a crisis on women violence in SA and also the humans rights violations. Today, as coaches we taking a stand again Xenophobia and Women Abuse."" #NoToXenophobia #NoToWomenAbuse",Negative,NOT,Positive,#NoToXenophobia #NoToWomenAbuse,
386,"You’re from South Africa & you’re a man, I don’t blame you. Also you literally have #notowomenabuse but you’re emotionally abusing a woman by being mean? A whole phd candidate??? Lmao bruh SA men be jokes everywhere.",Positive,NOT,Negative,#NoToWomenAbuse,
387,"""Young men must unite against Gender Based Violence."" - Cde Sibongile Besani, NYTT Coordinator #NoToWomenAbuse",Negative,NOT,Neutral,#NoToWomenAbuse,
388,The only time it's too late to leave is when you're dead and gone. Get out now. #FightDomesticAbuse,Negative,NOT,Positive,#FightDomesticAbuse,
389,Mental abuse is Domestic Abuse! #FightDomesticAbuse,Negative,NOT,Neutral,#FightDomesticAbuse,
390,"It is time we recognize #coercivecontrol as #criminaldomesticabuse in both criminal law and family and domestic relations law.
Mothers and children, stand and rise. It is time. #Fightdomesticabuse",Negative,NOT,Neutral,#coercivecontrol#criminaldomesticabuse #Fightdomesticabuse,
391,Severe weight loss or severe weight gain can be an indication of domestic abuse when known fighting is happening in the household. Craig is still a sociopath. #SouthernCharmReunion #FightDomesticAbuse,Positive,NOT,Neutral,#SouthernCharmReunion #FightDomesticAbuse,
392,Digital campaigns like 'Cyber Sakhis' & '#UnMuteTheAbuse' will definitely help to empower our women & raise awareness to fight cyber bullies & domestic violence. Great initiative by Maharashtra State Commission for Women.,Negative,NOT,Neutral,#UnMuteTheAbuse,
393,85% of domestic violence victims are women #UnMutetheAbuse,Negative,NOT,Neutral,#UnMuteTheAbuse,
394,"Every year, November is #DomesticViolenceAwarenessMonth in Canada. Domestic violence and intimate partner violence, including sexual assault can increase during a crisis like this. Remember, you are not alone. None of us is alone.",Negative,NOT,Positive,#DomesticViolenceAwarenessMonth,
395,having a short break from feeling rage as this whole thing completely broke me .. i know i'm lucky to come out of a domestic violence home alive & survive rape-we shouldn't need to be lucky-the law should protect anyone at risk - especially children#stopviolenceagainstwomen,Positive,NOT,Negative,#stopviolenceagainstwomen,
396,"I know some1 will need this document on what Sexual Assault is. It’s bite size and straight forward, helped me realise what had happened to me was assault, so many it will help someone else too #metoo #protectwomen #stopviolenceagainstwomen #notallmen",Positive,NOT,Positive,#metoo #protectwomen #stopviolenceagainstwomen #notallmen,
397,"50% of women with a chronic disease or physical disability, that restricts them in their daily life, have experienced physical assaults since the age of 16. #ViolenceAgainstWomen #ableism",Negative,NOT,Neutral,#ViolenceAgainstWomen #ableism,
398,#Pregnant mum assaulted by #fiancé hours before their #wedding >>> https://bit.ly/2vTNTLi #domesticviolence #violenthusband #victim #KidspotNews,Positive,NOT,Negative,#domesticviolence #violenthusband #victim #KidspotNews,
399,Tough memory. I was 2 days from due date. In bed exhausted from auto immune issues. Yelled at so much that I went into labor. Years later I see a picture of the thumb print bruise on 5 yo’s arm holding baby sibling at hospital. That was a horrible time. #childabuse #DV #PTSD,Negative,NOT,Negative,#childabuse #DV #PTSD,
400,"Life for an adult can even be difficult, especially when confronted with obstacles, sadness, confusion, fear and or any other life-altering situation.  Imagine navigating life, through abuse, as a child. Just imagine. Be a light to every child-no exceptions. #ChildAbuse #Trauma",Negative,NOT,Neutral,#ChildAbuse #Trauma,
401,A 14-year-old boy with speech impairment was apprehended from Loni in Ghaziabad for allegedly raping a two-year-old girl.  #Ghaziabad #Childabuse #Crime,Positive,OFF,Negative,#Ghaziabad #Childabuse #Crime,
402,"""Child sexual abuse thrives in secrecy and silence, which gives it the appearance of rarity. But it is anything other than rare.""  Learn more at: https://carolynspring.com/shop/child-sexual-abuse-hope-for-healing-online-training/ -#trauma #PTSD #DID #dissociation #therapy #counselling #recovery #mentalhealth #childabuse #hope #CSA",Negative,NOT,Neutral,#trauma #PTSD #DID #dissociation #therapy #counselling #recovery #mentalhealth #childabuse #hope #CSA,
403,"Abusive parents cause depression, anger, eating disorders, the child will become socially withdrawn, and then the parent shames the child for this behavior.For the child to be shamed for the trauma the PARENT is causing.  It is truly disgusting and horrifying. #ChildAbuse",Positive,NOT,Negative,#ChildAbuse,
404,"I am everything my very religious family claims is evil. But I don’t abuse my partner or my children, I don’t cover up child sexual abuse, domestic violence, harm to others...who is evil? They know what they have done. You taught me to tell the truth, I am & will. #childabuse",Negative,NOT,Positive,#childabuse,
405,If you are harming your Co parent you are harming your #children. Domestic abuse/coercive control are parenting choices which impact children through multiple pathways to harm.,Positive,NOT,Negative,#children,
406,"""Forever, a child remains in the shadow because they believe their is no light in them"" #stopchildabuse #emotionsmatter #harrasment",Negative,NOT,Negative,"#stopchildabuse
#emotionsmatter
#harrasment",
407,Why beat a child and throw him in such a manner without caring the Health of the child..WE SHOULD STOP CHILD ABUSE  RETWEET WIDELY IF YOU ARE AGAINST CHILD ABUSE #childabuse #stopchildabus,Positive,NOT,Negative,#childabuse #stopchildabus,
408,This deranged man must be caught immediately & forbidden from ever teaching children again. Share this clip so he can be arrested. Hitting children & telling them not to cry. The men need psychiatric help. #StopChildAbuse,Positive,NOT,Negative,"#StopChildAbuse
#emotionsmatter
#harrasment",
409,My Mother would give me cookies after abusing me. I guess she felt sorry for hitting me? She would cry and cry while I ate the cookie to make her feel better. Giving me a cookie did not make me feel better.  End Child Abuse please. R,Positive,NOT,Negative,"#StopChildAbuse
#emotionsmatter
#harrasment",
410,Women abused by their husbands cannot file charges unless they can provide medical confirmation that they have been incapacitated for at least 15 days! #sexualassult #sexualabuse #Algeria,Positive,NOT,Neutral,#sexualassult #sexualabuse #Algeria,
411,My friend was calling my dad at the time. he barged in the room and pulled me off the bed and drove home in silence.  the idea of reporting was never even a thought. I was just too ashamed of having my dad pick me up in the first place. I was so embarrassed. #whyididntreportit Also the thought of well he technically didn’t rape me so nothing wrong happen crossed my mind too. I was so naive and dumb. And tbh this is triggering and making me upset just thinking about. #whyididntreportit #sexualassult,Negative,NOT,Negative,#whyididntreportit #sexualassult,
412,"One of the most horrifying things about being sexually assaulted has been the reactions from other men. No I’m not lying, no I’m not a drama queen for reporting it, no it wasn’t an accident, and no if I am okay physically doesn’t make it better #sexualassult #NotAllMen",Positive,NOT,Negative,#sexualassult #NotAllMen,
413,"TW: sexual assault  A few years ago I bought an online voucher for a sports massage after injuring myself. I went to the address and a friendly man greeted me and did his best to make me comfortable. I thought it would be a woman...I had never had a massage from a man before before and told myself to stop being silly and that he was was a professional. When I lay on the table he locked the door and assaulted me for just shy of three hours. I screamed, fought, cried but I was trapped. I eventually managed to escape, called the police who sent a male officer to my house to pick up the underwear and clothing I had been wearing when I was attacked. The police arrested him and investigated him-found out he’d done the same to other women both in the UK and abroad. I had to give several recorded interviews. Despite having other women with the same story, DNA evidence from my clothes and hours of my recorded interviews the case has still not been seen due to delays in the system. That man is out there now. Women are not the problem. The system that is meant to punish the men is broken. I have only ever told my mother and a friend this and I’m not sharing it now so you feel sorry for me but rather to raise awareness about how difficult it is to prosecute perpetrators and how women have zero confidence that they’ll be taken seriously. Thank you for the support but I’m genuinely fine. Listen to your women and educate your men. ",Positive,OFF,Positive,#sexualassult #sexualassult #sexualabuse ,
414,"Kendra Teerink @KendraTeeeink Jun 5, 2020 “But he’s a good guy, he just made a mistake. You’ve made mistakes before”  sexual assult is not a mistake. Forgetting your wallet or buying the wrong cheese is a mistake. These people hurt/scar/and traumatize people... it is not a mistake. #sexualassult",Positive,NOT,Negative,#sexualassult,
415,"Does the Man had put a Gun on Her head 2 get married ? Now if Man refuse 2 marry her, he will be termed as dowry seeker ( Ref: Nisha Sharma case), if he marries after some time will be termed as #Wifebeater , #SexualAssult #Dowryseeker by default! Any idea what a man should do?",Negative,NOT,Neutral,#Wifebeater #SexualAssult #Dowryseeker,
416,Senior military commander under investigation after being accused of sexually assaulting subordinate via @CBCNews #SexualMisconduct #SexualAssult  #cdnmilitary #MeToo,Positive,NOT,Negative,#SexualMisconduct #SexualAssult  #cdnmilitary #MeToo,
417,"""Rape isn't confined to any gender or species nowadays"". It is so heartbreaking to see that not only humans but #Animals are also becoming victims of #SexualAssault & #Rape. Let's pledge to take a stand for those innocents who can't even fight to get #Justice for themselves!!",Positive,NOT,Negative,#SexualAssault #Rape #Justice,
418,Finally opening up more about my sexual abuse as child I confronted my aunt told her what happen she tried to shut me down with get your facts straights I know what happen to me and my body  her Ex husband was my abuser #Sexualabuse #childhoodtrauma,Positive,NOT,Negative,#Sexualabuse #childhoodtrauma,
420,"This is RAW but this is REAL. I have struggled with posting this for a very long time. I am sharing this because I am heartbroken about what is and has been happening in the world.. not just now but for a long time. I am not sharing this for sympathy and I am not sharing this because I need help. I am sharing my story to raise awareness for something that unfortunately happens in our society  I truly believe that voices have power and today I will be that VOICE. Domestic violence is so RAW yet so REAL. TO ALL of those who have had this experience my heart goes out to you. PLEASE if you are struggling or if you are hurting reach out. No one deserves this PAIN, no one deserves this LIFE and this is NOT LOVE. Unfortunately in our society people need to see, they need to feel and they need to understand. I am thankful to have survived.. I am thankful to have gotten help and I am thankful to have people in my life who saw what was going on. There is POWER in voices and this is for ANYONE who has or is going through the same. May you have the safety and the strength to LEAVE. #voiceshavepower #domesticviolence #domesticviolenceawareness #domesticviolencesurvivor #ichosetospeakup #ichosetosurvive",Positive,NOT,Negative,#voiceshavepower #domesticviolence #domesticviolenceawareness #domesticviolencesurvivor #ichosetospeakup #ichosetosurvive,
422,"Client abused and financially controlled by husband for years, including violence during pregnancy, granted leave to remain as a #survivor of #domestic #violence today! So pleased for her and young daughter. Our @chooriyah and @AliSulaiha acting.",Positive,NOT,Negative,#survivor #domestic #violence,
423,"10 YEAR SURVIVOR today marks 10 years since my domestic violence attack I SURVIVED #BUTGOD beaten and stabbed 23 times and left for dead  but my Lord and Savior Jesus Christ gave me another chance I’m not a Victim I’m a Victor ALL PRAISES TO MY LORD AND SAVIOR JESUS, HE’s not done with me yet HE’s just getting started, NO MATTER WHAT YOU ARE GOING THROUGH DO NOT GIVE UP there’s a praise in your trials there’s a praise in your struggles, there’s a praise in your test, keep going keep moving keep pushing, your past doesn’t define you, GOD can still use you  I wouldn’t have imagined being in the mental state I’m in today  HALLELUJAH HE can still use you keep praying keep fasting keep pressing we are all HIS children and HE loves us all no matter what #10years #mylifechanged #DontGiveUp #domesticviolenceawareness #domesticviolencesurvivor #ButGod",Negative,NOT,Positive,,
424,"Day 14: 10 percent of American women will be raped by intimate partners in their lifetime, and intimate partners, usually men, are responsible for killing one-third of female murder victims annually.  #DVAM2018 #MeToo",Positive,OFF,Neutral,#DVAM2018 #MeToo,
425,I left an abusive relationship and trusted specialist DV workers to guide me. I put faith in the police and the courts and believed they would protect me and my children. I was foolish and wrong. My trauma has been compounded by my experiences post separation. #metoofamilycourt,Positive,NOT,Negative,#metoofamilycourt,
426,"For #DomesticViolenceAwarenessMonth, I'm posting daily; things my abusive ex used to say to me: #SurvivorSpeaks #DVAM2018 12. ""You're too sensitive.""",Positive,NOT,Negative,#DomesticViolenceAwarenessMonth#SurvivorSpeaks #DVAM2018,
427,"It could cost you almost nothing to say the words “I believe you.” But it could cost a survivor of abuse years of additional shame, questioning, heartache, and suffering if you don’t.",Positive,NOT,Negative,#DVAM2018,
428,Day 13: Leaving an abusive relationship is difficult because the woman believes many of the things her abuser says.  Most women leave and return multiple times before they finally leave for good or require change.  #DVAM2018 #MeToo,Positive,NOT,Negative,#DVAM2018 #MeToo,
429,"Day 12: All abuse devalues, disrespects, and tears down the partner’s individuality and personhood; however, chronic abuse is based on power, control, and manipulation. The relationship is perceived as a power struggle rather than a partnership.  #DVAM2018 #MeToo",Positive,NOT,Negative,#DVAM2018 #MeToo,
430,"Day 11: It is common for an abusive man or woman to use the children to punish the spouse, induce guilt, threaten, manipulate, and control their partner.  #DVAM2018 #MeToo",Positive,OFF,Negative,#DVAM2018 #MeToo,
431,Day 9: Sexual abuse is defined as using intimidation or force to coerce a spouse into unwanted sexual acts. Spousal rape is forcing a spouse to have sex against his or her will.  #DVAM2018 #MeToo,Positive,OFF,Negative,#DVAM2018 #MeToo,
432,"1/ I just got home from facing @peaceforus4ever abuser in court. @ravinranta & I saw it—the dead eyes of a psychopath. He WILL kill someone, without a doubt.  We have to go back for the results of his psych eval. https://gofundme.com/legal-expenses-for-dvgv-survivor… #SaturdayMorning",Negative,OFF,Negative,#SaturdayMorning,
433,#DVAM2018 Day 13. Remember the 2002 D.C. Sniper? THAT was a DV incident - the sniper targeted locations frequented by his ex-wife who had a protective order against him. Police were able to hold him because he violated the Order by possessing a gun. #IPV poses very public risks.,Positive,OFF,Negative,#DVAM2018 #IPV,
434,"""Because they often do not speak the language of their host country & may know few people beyond their community, refugee women who are victims of IPV may not know where to turn. Their children suffer the consequences, alongside the abused moms."" http://bit.ly/RefugeeDV1 #DVAM2018",Positive,NOT,Negative,#DVAM2018,
435,This week I was told that I was called “dangerous” by the mistress because I have told my truth and I have called out my ex for his emotional abuse and other bad behavior during our relationship. Silence is dangerous. Abuse is dangerous. Truth is freedom. #DVAM2018,Positive,OFF,Positive,#DVAM2018,
436,“Once I got out of that dark place I knew I would never return.” @MiddleWayHouse #wallflowersproject #DVAM #DVAM2018 #DomesticViolenceAwarenessMonth,Positive,NOT,Negative,#wallflowersproject #DVAM #DVAM2018 #DomesticViolenceAwarenessMonth,
437,"""Abusers choose to act the way they do. They know exactly the pain they inflict on their victims and they continue to do it. Why? Because they are fixated on getting and maintaining power and control over their victims.""https://breakthesilencedv.org/you-cant-change-them/?fbclid=IwAR1bFSefK389WK0d1amLDdM_ZsupxAlYqsytkyiS-0fhxetUcU1iThnoaNE… via  @btsadv #DVAM #DVAM2018",Positive,OFF,Negative,#DVAM #DVAM2018,
438,"These numbers are constant reminders of my personal journey living in the shadows of #domesticviolence. It is in those shadows where my advocacy began — a personal fight to see it end, to take responsibility. #DomesticViolenceAwarenessMonth #endDV #NoMore",Positive,NOT,Positive,#DomesticViolenceAwarenessMonth #endDV #NoMore,
439,Experts believe that children who are raised in abusive homes learn that violence is an effective way to resolve conflicts and problems. They may replicate the violence they witnessed as children in their teen and adult relationships and parenting experiences. #Ujima #DVAM2018,Negative,NOT,Negative,#Ujima #DVAM2018,
440,"#DVAM2018 Day 12. Researchers agree that people who stalk their intimate partners are the most dangerous types of stalkers, and are very dangerous. Take #stalking seriously! And, no offense  @OfficialSting but ""I'll Be Watching You"" is a dangerous message from a partner.",Negative,NOT,Negative,#DVAM2018 #stalking,
441,"""BATTERED & BRUISED but UNBREAKABLE"" DV Conference July 13thDouble exclamation mark Liissttteennn Ear sex does not heal  emotional & physical scars that you've just put that person through. Intimacy is not a fix nor can it replace the words ""I'M SORRY!"" #DomesticViolenceAwareness #Violence #Survivor",,OFF,,#DomesticViolenceAwareness #Violence #Survivor,
442,I am proud to announce the paperback version of my published 12-step workbook for survivors of sexual violence is now available on amazon in many countries. The kindle version will be ready tomorrow :) #MeToo #survivor #12steps #abuse #rape #violence ,Negative,NOT,Positive,#MeToo #survivor #12steps #abuse #rape #violence ,
443,I struggle with ptsd #sexualabuse #drugs #alcohol #death #Violence #prison #solatiryconfinement and I hate the word #survivor #rip it never ends,Positive,NOT,Negative,#sexualabuse #drugs #alcohol #death #Violence #prison #solatiryconfinement #survivor #rip,
444,"#ThisIsNotConsent very well written piece by 16 yr old Katie  @JamlamsKatie
 well done for raising awareness #rape #survivor #abuse #Violence #uklaw #SuicidePrevention ",Negative,NOT,Neutral,#rape #survivor #abuse #Violence #uklaw #SuicidePrevention #ThisIsNotConsent,
445,"""I am a rape #survivor living with PTSD. As a #writer, I use my platform to advocate for the most marginalized survivors of domestic and sexual #violence."" - @mylove4writing, activist, author, cultural critic and mentor-editor with @TheOpEdProject. My work centers around amplifying the voices of Black women, who are often overlooked by the mainstream #media."" - @mylove4writing
",Positive,NOT,Positive,#media #violence #writer ,
446,"You may not spot #abuse or #manipulation. Learn to identify abusers’ hidden agenda, covert tactics, and to respond effectively. https://bit.ly/2YsVpLJ  Get ""Dealing with a #Narcissist: 8 Steps to Set Boundaries with Difficult People."" https://bit.ly/2HiZtno #survivor #violence",Positive,NOT,Positive, #abuse #manipulation #Narcissist #survivor #violence,
449,Dear @gmpressunion This disrespectful and degrading caricature of #RapeSurvivors was published by The Point.  As a survivor and advocate I'm making a demand for journalistic integrity that  includes a retraction and a published apology. Demeaning rape victims is unacceptable,Positive,OFF,Negative,#RapeSurvivors,
450,"He was in the library with his friends, trying to decide whether they were going to go fishing or play golf after school, when they heard the sound of gunshots. He was shot. At School. PTSD can kill you, too. Only later. Rest in Peace, Austin
",Negative,OFF,Negative,#RapeSurvivors,
451,I struggle with ptsd #sexualabuse #drugs #alcohol #death #Violence #prison #solatiryconfinement and I hate the word #survivor #rip it never ends,Positive,NOT,Negative,#sexualabuse #drugs #alcohol #death #Violence #prison #solatiryconfinement #survivor #rip,
452,"The roses are dead, He made me feel blue. Crying face Woman gesturing not ok I wish to end domestic abuse  Because it happened to #MeToo Broken heart    #Survivor #HappyValentinesDay2019 #DomesticViolence #DomesticAbuse #HumanTrafficking #Roses #Abuse #Rosesareredvioletsareblue #Violence #BelieveSurvivors #RETWEET",Positive,NOT,Negative,#Survivor #HappyValentinesDay2019 #DomesticViolence #DomesticAbuse #HumanTrafficking #Roses #Abuse #Rosesareredvioletsareblue #Violence #BelieveSurvivors #RETWEET,
453,"Client abused and financially controlled by husband for years, including violence during pregnancy, granted leave to remain as a #survivor of #domestic #violence today! So pleased for her and young daughter. Our @chooriyah and @AliSulaiha acting.",Positive,OFF,Negative,#survivor #domestic #violence,
454,"Sibling abuse is an elephant in the room in many families, and in the larger society as well, where it is more often than not shrugged off as ‘Sibling Rivalry’. #survivor #survivorstory #violence",Positive,NOT,Neutral,#survivor #survivorstory #violence,
455,"This concept works, but when being #stalked and #harassed by an #abusive man you must not #forgive. You must #run! #Survivor #Domestic #Violence Run faster than a #Ferrari",Positive,NOT,Positive, #run #Survivor #Domestic #Violence #Ferrari #stalked #harassed #abusive,
456,"We as women we cannot achieve a collective empowerment unless we have free from all forms of #violence, #domestic #Violence #sexual harrasment and #sexual coercion",Negative,NOT,Positive,#violence #domestic #Violence #sexual harrasment #sexual coercion,
457,"The day u raise your hand against ""women"" you are no longer called ""men” Kindly support us as we fight to bring justice for Rashika and the daughters of India who suffers domestic abuse and violence from her husband and in-laws. Sleepy faceFolded hands #justiceforrashika  #suicide #domestic",Positive,NOT,Positive,#justiceforrashika  #suicide #domestic,
458,If you are #divorcing because fear of #domestic #violence how do you file without your #location being #exposed? Do courts consider this #fear of being further #abused or #murdered as reason divorces are delayed or #never done?,Positive,OFF,Negative,#divorcing #domestic #violence #location  #exposed #fear #abused #murdered #never,
459,"his aunt cornered me in the kitchen and whispered, “Does he treat you ok baby?”  I said, “He treats me like a queen.”  She looked at me with a blank look and walked out of the kitchen.",Negative,NOT,Positive,,
460,"“We cannot ignore the reality that many survivors of domestic violence remain in contact or in a relationship with an abusive partner. They deserve protection, too.” Proud to invest $1.4M in @URI_NYC’s abusive partner intervention program. #DVAM2018",Positive,NOT,Negative,#DVAM2018,
461,Abusive relationships are rarely simple or straightforward. They are filled with mixed and confusing messages and behaviors. ~Rachel #DVAM2018,Positive,NOT,Neutral,#DVAM2018,
462,"""You may develop physical or emotional reactions to swallowing your anger...depression, nightmares, emotional numbing, or eating and sleeping problems, which your partner may use as an excuse to belittle you further or make you feel crazy.” - Lundy Bancroft #DVAM2018",Positive,NOT,Negative,#DVAM2018,
463,"“Your abusive partner doesn't have a problem with HIS anger; he has a problem with YOUR anger ... The privilege of rage is reserved for him alone."" ― Lundy Bancroft, Why Does He Do That?: Inside the Minds of Angry and Controlling Men #DVAM2018 #WednesdayWisdom",Positive,OFF,Negative,#DVAM2018 #WednesdayWisdom,
464,Many early signs of an abusive relationship are subtle. Educate yourself. ~Rachel  #DVAM2018 #1Thing,Negative,NOT,Neutral,#DVAM2018 #1Thing,
465,"“We have to address the abuse that happens to boys and clergy as well. It can happen to anyone. We also need to remember that the whole family is affected when one individual is abused, so we must have a family focus.” - Salma from  @PeacefulProject #FaithTakesAction #DVAM2018",Positive,NOT,Neutral,#FaithTakesAction #DVAM2018,
466,“Any form of oppression or abuse is a sin and is unjust.” Salma Elkadi Abugldeiri #FaithTakesAction #DVAM2018,Negative,NOT,Negative,#FaithTakesAction #DVAM2018,
467,What do we do with people who do harm? How do we help people to be responsible without relying on the criminal legal system? http://bcrw.barnard.edu/videos/what-is-accountability/… #DVAM2018 #survivors #accountability,Positive,NOT,Negative,#DVAM2018 #survivors #accountability,
468,Ending domestic violence and sexual assault requires both building our skills in supporting people who have been harmed and people who have done harm in practicing accountability. http://bcrw.barnard.edu/videos/what-is-accountability/… #DVAM2018 #survivors #accountability,Negative,NOT,Positive,#DVAM2018 #survivors #accountability,
469,Accountability is taking responsibility for your choices and the consequences of those choices. http://bcrw.barnard.edu/videos/what-is-accountability/… #DVAM2018 #survivors #accountability,Negative,NOT,Neutral,#DVAM2018 #survivors #accountability,
470,"Today we're sharing a series of insights from our video series, a collaboration with anti-violence activists Kiyomi Fujikawa and Shannon Perez-Darby, What is Accountability? http://bcrw.barnard.edu/videos/what-is-accountability/… #DVAM2018 #survivors #accountability",Negative,NOT,Neutral,#DVAM2018 #survivors #accountability,
471,"#DVAM2018 day 10. Domestic violence could be called intimate coercion - violence can be used occasionally to reinforce who is in charge. If, then. If you do X, then I’ll have to hit you again. Most folks stop doing X.",Positive,NOT,Negative,#DVAM2018,
